Quantity,Price,Rate,Holiday,customer_age,customer_birthdate,customer_gender,Customer_Type,customer_City,City_Population,City_Density(people/km2),employee_age,employee_BirthDate,employee_months_working,employee_HireDate,RoleDesc,WH,EmpType,Branch_Name,Branch_Location,PaymentMethod,DEPARTMENT,orderDate_quarter,OrderedDate,promotionDate_quarter,PromotionDate,PromotionType
101,727.3,2.7,1,70,02/07/1952,Male,Normal,East,2473400,326.3,21,27/12/2000,10,30/09/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Men,4,10/10/2021 00:00,3,29/08/2021 00:00,Online Promotion
14,925.8,5.7,1,69,17/10/1952,Male,Normal,North,1137100,723.4,36,30/11/1985,4,11/03/2020,Captin,8h,Fixed term,F,Online,Cash,Kids,4,31/10/2021 00:00,3,26/09/2021 00:00,Sales Promotion
22,361,6.3,0,59,21/04/1963,Male,Member,North,146900,350.1,41,02/04/1981,0,08/08/2021,Captin,12h,Fixed term,F,Online,Ewallet,Gifts,4,19/10/2021 00:00,3,07/09/2021 00:00,Sales Promotion
14,809.1,3.5,0,65,24/09/1956,Male,Member,East,951800,199.9,30,22/02/1992,5,02/03/2022,Captin,8h,Part-time,F,Online,Cash,Beauty,4,05/12/2021 00:00,4,28/11/2021 00:00,Giveaways
78,157.9,1.6,1,57,29/12/1964,Female,Member,North,146900,350.1,27,06/01/1995,5,14/02/2021,Captin,8h,Shiftworkers,F,Online,Ewallet,Home,2,19/06/2021 00:00,2,29/05/2021 00:00,Online Promotion
35,210.5,9.6,1,71,02/02/1951,Female,Normal,West,428000,382,42,21/01/1980,6,27/01/2022,Captin,8h,Shiftworkers,F,Online,Ewallet,Young Adult,4,03/12/2021 00:00,4,19/11/2021 00:00,Tiered Promotions
47,870.1,2.1,0,67,11/12/1954,Female,Normal,North,191700,467.8,37,14/07/1985,4,30/03/2020,Captin,12h,Fixed term,F,Online,Credit card,Women,4,18/12/2021 00:00,4,20/11/2021 00:00,Sales Promotion
40,617.5,8.6,1,60,26/06/1962,Female,Normal,West,159700,170,31,02/06/1991,1,17/06/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Kids,2,13/06/2021 00:00,2,25/04/2021 00:00,Giveaways
57,546,1.9,1,60,31/01/1962,Male,Normal,East,951800,199.9,35,18/06/1987,8,25/11/2020,Captin,8h,Shiftworkers,F,Online,Cash,Women,4,01/12/2021 00:00,4,17/11/2021 00:00,Free Gift with Purchase
22,841.3,6.9,1,63,19/03/1959,Female,Normal,North,1137100,723.4,42,13/02/1980,2,30/05/2021,Captin,12h,Part-time,F,Online,Ewallet,Beauty,4,22/10/2021 00:00,3,17/09/2021 00:00,Free Gift with Purchase
141,657.3,2.6,1,59,01/05/1963,Female,Normal,West,249100,71.3,40,27/10/1981,6,10/01/2022,Captin,12h,Shiftworkers,F,Online,Cash,Women,3,20/08/2021 00:00,3,09/07/2021 00:00,Free Gift with Purchase
67,671.4,4,0,69,20/09/1952,Male,Normal,North,191700,467.8,34,27/07/1988,10,01/10/2021,Captin,12h,Part-time,F,Online,Credit card,Men,2,22/04/2021 00:00,2,01/04/2021 00:00,Tiered Promotions
104,395.8,5.3,0,67,29/03/1955,Female,Member,West,428000,382,42,25/01/1980,8,09/11/2021,Captin,12h,Fixed term,F,Online,Cash,Men,2,06/05/2021 00:00,2,22/04/2021 00:00,Discount Promotions
51,151.9,8.2,1,70,11/07/1952,Female,Member,South,139200,20.2,19,12/05/2003,4,24/03/2022,Captin,8h,Shiftworkers,F,Online,Ewallet,Women,2,14/06/2021 00:00,2,10/05/2021 00:00,Giveaways
2,343.2,7.9,1,70,11/05/1952,Male,Member,East,300300,11.3,21,16/01/2001,6,31/01/2021,Captin,12h,Shiftworkers,F,Online,Cash,Kids,2,20/04/2021 00:00,1,16/03/2021 00:00,Tiered Promotions
11,840.7,4.1,0,53,17/04/1969,Female,Member,West,89400,40.5,35,10/01/1987,2,27/05/2022,Captin,12h,Part-time,F,Online,Credit card,Activewear,2,10/04/2021 00:00,2,03/04/2021 00:00,Tiered Promotions
62,720.8,1.8,1,64,24/08/1957,Female,Member,North,146900,350.1,41,11/08/1980,6,06/02/2020,Captin,12h,Shiftworkers,F,Online,Cash,Home,1,23/03/2021 00:00,1,09/03/2021 00:00,Sales Promotion
13,439.9,3.4,1,53,22/12/1968,Female,Normal,North,1137100,723.4,30,15/02/1992,7,25/12/2020,Captin,12h,Fixed term,F,Online,Cash,Women,1,13/01/2022 00:00,4,23/12/2021 00:00,No Promotion
16,174.4,9.3,0,68,19/12/1953,Male,Normal,North,1137100,723.4,30,29/04/1992,4,01/04/2020,Captin,12h,Part-time,F,Online,Credit card,Sale,3,19/08/2021 00:00,3,22/07/2021 00:00,Discount Promotions
114,112.8,7.4,1,55,21/02/1967,Female,Member,West,159700,170,26,25/12/1995,3,05/05/2022,Captin,8h,Shiftworkers,F,Online,Cash,Women,4,29/12/2021 00:00,4,10/11/2021 00:00,Giveaways
72,526.7,1.7,0,63,26/01/1959,Female,Normal,North,146900,350.1,25,24/03/1997,3,14/04/2022,Captin,8h,Fixed term,F,Online,Cash,Home,4,02/11/2021 00:00,4,19/10/2021 00:00,Free Gift with Purchase
68,2.2,2.4,0,54,23/06/1968,Male,Member,West,249100,71.3,37,29/12/1984,11,16/08/2020,Captin,12h,Part-time,F,Online,Ewallet,Designer,3,02/07/2021 00:00,2,07/05/2021 00:00,Free Gift with Purchase
36,971.3,5.1,0,54,16/05/1968,Female,Normal,East,300300,11.3,23,28/12/1998,10,06/10/2021,Captin,8h,Shiftworkers,F,Online,Cash,Men,3,26/07/2021 00:00,2,31/05/2021 00:00,Discount Promotions
35,484.8,1.4,0,52,15/09/1969,Female,Normal,North,1137100,723.4,32,23/02/1990,6,18/01/2022,Captin,8h,Part-time,F,Online,Ewallet,Young Adult,3,22/09/2021 00:00,3,18/08/2021 00:00,Sales Promotion
35,244.7,6.5,0,59,02/01/1963,Male,Normal,West,428000,382,32,10/06/1990,3,18/04/2020,Captin,12h,Shiftworkers,F,Online,Cash,Men,4,12/12/2021 00:00,4,31/10/2021 00:00,Discount Promotions
49,873.1,9.9,0,67,01/09/1954,Male,Normal,North,146900,350.1,24,19/06/1998,3,12/04/2021,Captin,12h,Fixed term,F,Online,Ewallet,Home,1,02/02/2022 00:00,4,29/12/2021 00:00,No Promotion
39,217.7,6.5,1,56,26/07/1966,Female,Normal,West,249100,71.3,35,29/08/1986,4,15/03/2020,Captin,8h,Fixed term,F,Online,Cash,Men,3,08/09/2021 00:00,3,11/08/2021 00:00,No Promotion
55,491.9,9.9,1,71,04/12/1950,Female,Member,East,951800,199.9,23,13/04/1999,9,24/10/2021,Captin,8h,Fixed term,F,Online,Cash,Women,3,19/07/2021 00:00,2,14/06/2021 00:00,Discount Promotions
15,607.1,6.2,1,69,12/10/1952,Male,Member,West,89400,40.5,27,08/04/1995,6,05/02/2020,Captin,8h,Part-time,F,Online,Credit card,Home,4,28/12/2021 00:00,4,16/11/2021 00:00,Discount Promotions
2,710.3,2.2,1,55,19/01/1967,Male,Member,West,249100,71.3,36,09/06/1986,3,22/04/2022,Captin,8h,Shiftworkers,F,Online,Ewallet,Men,3,25/09/2021 00:00,3,21/08/2021 00:00,Sales Promotion
117,673.4,3.6,0,54,15/11/1967,Male,Member,South,139200,20.2,30,29/04/1992,4,01/04/2020,Captin,12h,Part-time,F,Online,Ewallet,Activewear,2,12/06/2021 00:00,2,17/04/2021 00:00,Discount Promotions
42,256.7,9.7,0,53,14/06/1969,Female,Normal,West,428000,382,38,04/12/1983,9,17/10/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Beauty,4,29/10/2021 00:00,3,17/09/2021 00:00,Giveaways
41,336.2,8.8,1,60,22/04/1962,Male,Normal,South,121400,3.7,39,02/08/1983,9,17/10/2021,Captin,12h,Shiftworkers,F,Online,Credit card,Activewear,2,30/04/2021 00:00,1,26/03/2021 00:00,Discount Promotions
59,217.8,9.3,0,66,13/10/1955,Female,Normal,West,249100,71.3,27,07/03/1995,9,27/10/2020,Captin,12h,Fixed term,F,Online,Ewallet,Women,1,06/01/2022 00:00,4,09/12/2021 00:00,Giveaways
12,115,3.6,1,54,30/06/1968,Female,Normal,West,89400,40.5,30,22/02/1992,5,02/03/2022,Captin,8h,Part-time,F,Online,Ewallet,Men,1,11/03/2021 00:00,1,18/02/2021 00:00,Online Promotion
112,25.4,4.3,0,59,08/01/1963,Female,Normal,West,89400,40.5,25,30/01/1997,3,25/04/2021,Captin,8h,Fixed term,F,Online,Cash,Young Adult,2,13/06/2021 00:00,2,06/06/2021 00:00,Tiered Promotions
20,289.3,2.9,1,62,09/12/1959,Male,Normal,North,191700,467.8,21,27/12/2000,10,30/09/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Men,2,18/05/2021 00:00,1,30/03/2021 00:00,No Promotion
33,217.1,5.8,0,68,17/07/1954,Female,Normal,West,159700,170,41,08/04/1981,4,06/04/2022,Captin,12h,Shiftworkers,F,Online,Credit card,Men,4,06/12/2021 00:00,4,01/11/2021 00:00,Tiered Promotions
38,708.1,3.7,0,56,03/07/1966,Female,Normal,West,89400,40.5,26,15/02/1996,0,14/07/2021,Captin,12h,Fixed term,F,Online,Ewallet,Gifts,1,04/01/2022 00:00,4,21/12/2021 00:00,Discount Promotions
86,342.3,9.2,1,67,20/07/1955,Female,Normal,North,146900,350.1,31,14/05/1991,4,28/03/2021,Captin,12h,Fixed term,F,Online,Cash,Beauty,4,11/10/2021 00:00,3,13/09/2021 00:00,Tiered Promotions
28,374.8,6,0,58,21/04/1964,Male,Normal,North,1137100,723.4,39,03/09/1982,4,25/03/2020,Captin,8h,Shiftworkers,F,Online,Cash,Women,4,24/10/2021 00:00,4,10/10/2021 00:00,Discount Promotions
147,920.9,5,0,54,06/04/1968,Male,Member,West,428000,382,40,20/07/1982,4,17/03/2020,Captin,12h,Part-time,F,Online,Credit card,Kids,1,18/02/2022 00:00,4,24/12/2021 00:00,Sales Promotion
2,18,4.6,1,59,09/03/1963,Female,Normal,West,428000,382,27,04/12/1994,5,18/02/2021,Captin,12h,Shiftworkers,F,Online,Credit card,Young Adult,1,23/01/2022 00:00,4,05/12/2021 00:00,Discount Promotions
59,998.6,2.4,0,63,01/11/1958,Female,Member,West,428000,382,25,02/07/1997,3,24/04/2020,Captin,8h,Part-time,F,Online,Ewallet,Kids,2,22/04/2021 00:00,2,01/04/2021 00:00,Tiered Promotions
125,763.5,2.3,0,67,16/11/1954,Female,Normal,East,2473400,326.3,35,18/06/1987,8,25/11/2020,Captin,8h,Shiftworkers,F,Online,Cash,Kids,3,14/07/2021 00:00,2,19/05/2021 00:00,Online Promotion
24,597.6,3.9,0,61,30/09/1960,Male,Member,South,121400,3.7,40,20/07/1982,4,17/03/2020,Captin,12h,Part-time,F,Online,Cash,Beauty,2,26/05/2021 00:00,2,19/05/2021 00:00,No Promotion
62,792.6,8,0,59,03/03/1963,Male,Member,East,951800,199.9,38,04/08/1984,1,07/07/2021,Captin,12h,Fixed term,F,Online,Credit card,Kids,2,13/06/2021 00:00,2,09/05/2021 00:00,Giveaways
33,203.4,4.3,1,70,23/08/1951,Female,Normal,East,951800,199.9,27,17/07/1995,10,16/09/2020,Captin,12h,Shiftworkers,F,Online,Cash,Designer,3,29/08/2021 00:00,3,18/07/2021 00:00,Giveaways
38,473.3,6.5,1,61,18/12/1960,Female,Member,North,191700,467.8,25,22/06/1997,3,18/04/2020,Captin,12h,Fixed term,F,Online,Cash,Home,1,14/02/2022 00:00,4,20/12/2021 00:00,Discount Promotions
74,64.7,9.5,1,68,16/04/1954,Male,Member,West,249100,71.3,34,27/07/1988,10,01/10/2021,Captin,12h,Part-time,F,Online,Credit card,Men,3,12/08/2021 00:00,3,15/07/2021 00:00,Sales Promotion
123,819.5,5.2,0,59,26/08/1962,Male,Normal,North,146900,350.1,34,06/05/1988,0,12/07/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Kids,3,27/08/2021 00:00,3,13/08/2021 00:00,Tiered Promotions
119,903.7,3.7,0,62,14/07/1960,Female,Member,South,121400,3.7,30,24/04/1992,8,18/11/2021,Captin,12h,Shiftworkers,F,Online,Credit card,Kids,2,07/05/2021 00:00,2,09/04/2021 00:00,Sales Promotion
37,192.1,3.9,0,53,04/06/1969,Male,Normal,North,191700,467.8,26,08/05/1996,10,28/09/2021,Captin,12h,Fixed term,F,Online,Cash,Young Adult,3,05/08/2021 00:00,3,22/07/2021 00:00,No Promotion
52,920.8,7.2,1,69,22/01/1953,Male,Member,West,428000,382,39,11/06/1983,9,14/10/2020,Captin,12h,Shiftworkers,F,Online,Ewallet,Women,3,26/09/2021 00:00,3,22/08/2021 00:00,Giveaways
86,654.6,2.7,0,58,18/12/1963,Male,Member,North,1137100,723.4,26,25/04/1996,4,22/03/2020,Captin,12h,Fixed term,F,Online,Credit card,Activewear,3,30/08/2021 00:00,3,23/08/2021 00:00,Tiered Promotions
29,448.7,1.2,1,60,23/11/1961,Female,Member,East,2473400,326.3,25,02/07/1997,3,24/04/2020,Captin,8h,Part-time,F,Online,Credit card,Men,3,21/09/2021 00:00,3,07/09/2021 00:00,Online Promotion
27,516,2.5,0,62,18/11/1959,Female,Member,West,159700,170,38,04/12/1983,10,12/09/2021,Captin,8h,Fixed term,F,Online,Cash,Home,1,27/02/2021 00:00,1,13/02/2021 00:00,Sales Promotion
11,527.1,4.8,1,57,17/09/1964,Male,Normal,West,249100,71.3,33,11/05/1989,8,12/11/2021,Captin,12h,Part-time,F,Online,Cash,Women,2,17/06/2021 00:00,2,22/04/2021 00:00,Giveaways
96,389.6,3.6,1,53,25/07/1969,Female,Member,North,146900,350.1,26,18/10/1995,4,01/04/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Women,1,01/01/2022 00:00,4,25/12/2021 00:00,Tiered Promotions
21,392.2,6.3,0,67,13/04/1955,Male,Member,East,300300,11.3,31,13/03/1991,5,12/02/2020,Captin,12h,Fixed term,F,Online,Ewallet,Home,1,27/02/2021 00:00,1,23/01/2021 00:00,Discount Promotions
73,834.5,1.1,0,68,17/08/1953,Male,Member,South,121400,3.7,37,06/06/1985,0,24/07/2020,Captin,12h,Part-time,F,Online,Credit card,Women,3,10/07/2021 00:00,2,12/06/2021 00:00,No Promotion
49,136.5,9.6,0,69,13/01/1953,Male,Member,West,428000,382,36,27/09/1985,9,04/11/2021,Captin,8h,Fixed term,F,Online,Credit card,Men,4,17/10/2021 00:00,3,05/09/2021 00:00,Giveaways
72,488.3,7.2,0,58,03/07/1964,Male,Normal,West,428000,382,24,09/05/1998,3,14/04/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Young Adult,3,10/08/2021 00:00,2,22/06/2021 00:00,Giveaways
54,699.7,8.5,0,57,15/06/1965,Female,Member,East,951800,199.9,27,08/04/1995,6,05/02/2020,Captin,8h,Part-time,F,Online,Cash,Designer,2,22/05/2021 00:00,2,03/04/2021 00:00,Discount Promotions
8,267.8,6.8,1,61,12/01/1961,Female,Member,North,1137100,723.4,41,06/10/1980,3,11/04/2020,Captin,8h,Part-time,F,Online,Ewallet,Home,3,29/08/2021 00:00,3,18/07/2021 00:00,Discount Promotions
54,71.2,6.2,0,57,03/03/1965,Female,Normal,South,121400,3.7,25,30/09/1996,9,17/10/2021,Captin,8h,Part-time,F,Online,Cash,Activewear,3,21/09/2021 00:00,3,31/08/2021 00:00,Giveaways
8,644.4,4.6,0,61,03/02/1961,Female,Member,West,89400,40.5,36,10/06/1986,7,17/12/2021,Captin,8h,Part-time,F,Online,Credit card,Women,3,16/09/2021 00:00,3,09/09/2021 00:00,Sales Promotion
59,626.4,7.1,1,60,16/02/1962,Male,Normal,North,146900,350.1,32,16/03/1990,6,29/01/2022,Captin,12h,Part-time,F,Online,Credit card,Home,2,26/04/2021 00:00,1,01/03/2021 00:00,Tiered Promotions
144,746.1,6.3,1,72,31/03/1950,Male,Member,East,300300,11.3,27,17/08/1994,2,15/05/2021,Captin,12h,Fixed term,F,Online,Ewallet,Men,3,15/07/2021 00:00,2,24/06/2021 00:00,Free Gift with Purchase
56,455.7,7.8,1,57,19/11/1964,Female,Normal,South,121400,3.7,35,29/08/1986,4,15/03/2020,Captin,8h,Fixed term,F,Online,Ewallet,Sale,4,11/12/2021 00:00,4,06/11/2021 00:00,Tiered Promotions
56,27,7.3,0,60,07/10/1961,Female,Normal,North,1137100,723.4,34,07/05/1988,4,07/04/2020,Captin,12h,Fixed term,F,Online,Ewallet,Young Adult,2,31/05/2021 00:00,2,05/04/2021 00:00,Online Promotion
12,652.6,3.8,0,54,17/09/1967,Female,Member,East,300300,11.3,28,17/05/1994,4,27/03/2022,Captin,8h,Part-time,F,Online,Credit card,Young Adult,3,24/07/2021 00:00,2,19/06/2021 00:00,Sales Promotion
25,181,5.7,1,58,25/06/1964,Male,Normal,West,89400,40.5,22,26/12/1999,6,15/01/2020,Captin,12h,Shiftworkers,F,Online,Cash,Men,3,16/09/2021 00:00,3,22/07/2021 00:00,No Promotion
23,297.9,3.5,1,54,25/10/1967,Female,Normal,East,2473400,326.3,22,15/01/2000,5,16/02/2022,Captin,12h,Part-time,F,Online,Credit card,Men,1,23/01/2022 00:00,4,12/12/2021 00:00,Online Promotion
28,118.7,4.4,1,69,08/10/1952,Male,Normal,East,2473400,326.3,22,15/01/2000,5,16/02/2022,Captin,12h,Part-time,F,Online,Cash,Home,1,24/02/2021 00:00,1,20/01/2021 00:00,Sales Promotion
87,324.2,9.2,0,67,28/10/1954,Female,Normal,East,2473400,326.3,35,04/04/1987,3,28/04/2021,Captin,8h,Part-time,F,Online,Cash,Women,2,22/06/2021 00:00,2,11/05/2021 00:00,Discount Promotions
89,540,5.4,1,69,19/12/1952,Male,Member,North,1137100,723.4,24,30/09/1997,2,13/05/2020,Captin,12h,Fixed term,F,Online,Cash,Men,2,01/06/2021 00:00,2,25/05/2021 00:00,Discount Promotions
63,94.6,6.2,0,67,28/09/1954,Female,Member,West,428000,382,40,11/03/1982,11,25/08/2021,Captin,8h,Fixed term,F,Online,Ewallet,Kids,4,14/12/2021 00:00,4,16/11/2021 00:00,Online Promotion
21,775,2.6,0,59,25/04/1963,Female,Member,West,89400,40.5,36,06/04/1986,0,29/07/2021,Captin,8h,Fixed term,F,Online,Ewallet,Men,2,29/06/2021 00:00,2,01/06/2021 00:00,Discount Promotions
33,680.2,4.1,0,52,14/08/1969,Female,Member,West,89400,40.5,21,19/01/2001,5,04/03/2022,Captin,8h,Fixed term,F,Online,Ewallet,Women,1,06/02/2021 00:00,1,23/01/2021 00:00,No Promotion
86,236.9,3.1,0,54,27/07/1968,Male,Member,West,89400,40.5,26,04/04/1996,4,25/03/2020,Captin,8h,Part-time,F,Online,Credit card,Kids,4,21/12/2021 00:00,4,16/11/2021 00:00,Tiered Promotions
117,143.6,3.1,1,62,17/03/1960,Female,Normal,East,2473400,326.3,31,19/06/1991,2,30/05/2021,Captin,12h,Part-time,F,Online,Ewallet,Women,4,30/11/2021 00:00,4,26/10/2021 00:00,Discount Promotions
41,697.6,2.8,1,57,16/12/1964,Male,Normal,West,428000,382,40,20/05/1982,2,13/05/2022,Captin,12h,Fixed term,F,Online,Cash,Sale,1,13/03/2021 00:00,1,20/02/2021 00:00,Free Gift with Purchase
13,355.4,8.3,0,43,25/02/1979,Male,Member,South,121400,3.7,38,08/05/1984,3,30/04/2022,Captin,8h,Fixed term,F,Online,Ewallet,Home,2,20/05/2021 00:00,2,29/04/2021 00:00,Tiered Promotions
132,361.4,5.5,0,52,28/07/1970,Male,Member,West,249100,71.3,35,27/09/1986,6,10/01/2021,Captin,8h,Fixed term,F,Online,Ewallet,Men,2,13/05/2021 00:00,2,15/04/2021 00:00,Giveaways
144,954.9,6.8,1,47,03/12/1974,Male,Member,East,300300,11.3,26,09/11/1995,7,13/12/2021,Captin,8h,Shiftworkers,F,Online,Credit card,Kids,4,11/11/2021 00:00,3,23/09/2021 00:00,Tiered Promotions
26,350.8,7.8,1,43,09/11/1978,Female,Normal,North,146900,350.1,28,28/12/1993,0,26/07/2021,Captin,12h,Part-time,F,Online,Cash,Women,3,01/09/2021 00:00,3,25/08/2021 00:00,Online Promotion
68,690.4,1.6,1,58,18/12/1963,Male,Member,North,1137100,723.4,25,02/07/1997,3,24/04/2020,Captin,8h,Part-time,F,Online,Cash,Sale,3,29/07/2021 00:00,2,03/06/2021 00:00,Free Gift with Purchase
119,870.2,4,1,72,07/02/1950,Male,Normal,West,89400,40.5,27,06/01/1995,5,14/02/2021,Captin,8h,Shiftworkers,F,Online,Cash,Beauty,4,12/10/2021 00:00,3,28/09/2021 00:00,Free Gift with Purchase
22,429.6,9,0,26,03/11/1995,Male,Member,South,139200,20.2,34,20/04/1988,6,30/01/2021,Captin,8h,Fixed term,F,Online,Ewallet,Kids,3,04/08/2021 00:00,2,23/06/2021 00:00,No Promotion
14,807.5,7.6,0,37,30/12/1984,Male,Normal,South,139200,20.2,39,11/06/1983,9,14/10/2020,Captin,12h,Shiftworkers,F,Online,Cash,Kids,2,28/06/2021 00:00,2,03/05/2021 00:00,Tiered Promotions
103,68.2,9.8,1,50,16/12/1971,Female,Normal,East,2473400,326.3,27,17/07/1995,10,16/09/2020,Captin,12h,Shiftworkers,F,Online,Ewallet,Kids,3,12/07/2021 00:00,2,17/05/2021 00:00,Discount Promotions
15,90.8,7.7,0,41,24/09/1980,Male,Normal,North,191700,467.8,39,09/07/1983,7,04/01/2022,Captin,8h,Part-time,F,Online,Credit card,Designer,1,15/02/2021 00:00,1,25/01/2021 00:00,Giveaways
130,912.8,6.4,0,53,04/06/1969,Male,Normal,North,191700,467.8,24,09/05/1998,3,14/04/2020,Captin,8h,Shiftworkers,F,Online,Credit card,Beauty,4,19/12/2021 00:00,4,05/12/2021 00:00,Tiered Promotions
66,776.9,3.1,0,32,27/02/1990,Male,Normal,West,249100,71.3,34,20/04/1988,6,30/01/2021,Captin,8h,Fixed term,F,Online,Cash,Young Adult,4,16/11/2021 00:00,4,05/10/2021 00:00,Discount Promotions
51,954.3,3.4,0,25,26/07/1997,Male,Normal,West,159700,170,38,04/12/1983,9,17/10/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Young Adult,3,10/08/2021 00:00,2,22/06/2021 00:00,Online Promotion
96,361.4,6.4,0,37,10/12/1984,Female,Normal,West,428000,382,41,11/08/1980,6,06/02/2020,Captin,12h,Shiftworkers,F,Online,Ewallet,Activewear,2,13/04/2021 00:00,1,23/03/2021 00:00,Free Gift with Purchase
141,984.5,6.4,0,30,25/10/1991,Female,Member,South,121400,3.7,35,27/09/1986,6,10/01/2021,Captin,8h,Fixed term,F,Online,Ewallet,Young Adult,2,08/05/2021 00:00,2,10/04/2021 00:00,Discount Promotions
58,987.7,3.6,1,34,06/12/1987,Male,Normal,West,428000,382,26,02/09/1995,5,19/02/2020,Captin,8h,Shiftworkers,F,Online,Cash,Home,1,27/03/2021 00:00,1,06/02/2021 00:00,Free Gift with Purchase
10,119.3,5.1,0,37,28/06/1985,Male,Member,South,121400,3.7,30,25/12/1991,2,10/05/2022,Captin,8h,Fixed term,F,Online,Ewallet,Activewear,1,27/01/2021 00:00,1,13/01/2021 00:00,Sales Promotion
124,576.1,3,1,46,14/01/1976,Female,Member,North,146900,350.1,18,11/11/2003,8,18/11/2020,Captin,12h,Part-time,F,Online,Ewallet,Men,4,14/11/2021 00:00,4,07/11/2021 00:00,Sales Promotion
46,907.5,1.7,0,50,27/07/1972,Female,Member,North,146900,350.1,34,15/11/1987,3,13/04/2021,Captin,12h,Part-time,F,Online,Ewallet,Beauty,2,10/05/2021 00:00,1,29/03/2021 00:00,Free Gift with Purchase
49,402.2,2.7,0,25,11/05/1997,Female,Member,East,300300,11.3,38,29/05/1984,5,20/02/2022,Captin,12h,Part-time,F,Online,Ewallet,Beauty,2,22/05/2021 00:00,1,27/03/2021 00:00,Free Gift with Purchase
47,786,4,0,18,01/06/2004,Male,Member,South,139200,20.2,23,28/12/1998,10,06/10/2021,Captin,8h,Shiftworkers,F,Online,Cash,Sale,2,26/06/2021 00:00,2,22/05/2021 00:00,Tiered Promotions
56,117.9,10,0,37,29/04/1985,Male,Normal,South,121400,3.7,27,04/12/1994,5,18/02/2021,Captin,12h,Shiftworkers,F,Online,Ewallet,Kids,1,15/03/2021 00:00,1,22/02/2021 00:00,Tiered Promotions
97,782.3,4.3,0,63,13/06/1959,Male,Member,South,121400,3.7,34,06/05/1988,0,12/07/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Sale,4,02/10/2021 00:00,3,07/08/2021 00:00,Online Promotion
21,681.4,4.4,0,15,27/09/2006,Female,Normal,North,1137100,723.4,22,04/02/2000,7,13/12/2021,Captin,12h,Shiftworkers,F,Online,Cash,Home,2,06/04/2021 00:00,1,16/03/2021 00:00,Online Promotion
141,474.5,8.4,0,25,16/04/1997,Male,Member,East,2473400,326.3,36,27/09/1985,9,04/11/2021,Captin,8h,Fixed term,F,Online,Credit card,Women,3,12/08/2021 00:00,3,22/07/2021 00:00,Online Promotion
47,73.4,7.5,1,72,20/04/1950,Male,Member,East,2473400,326.3,22,04/02/2000,7,13/12/2021,Captin,12h,Shiftworkers,F,Online,Ewallet,Sale,3,17/08/2021 00:00,3,27/07/2021 00:00,Tiered Promotions
143,558.3,7,1,67,12/05/1955,Male,Normal,North,146900,350.1,26,25/05/1996,6,29/01/2022,Captin,12h,Part-time,F,Online,Cash,Kids,2,12/04/2021 00:00,2,05/04/2021 00:00,Free Gift with Purchase
21,475.8,9.7,0,34,03/01/1988,Female,Normal,North,1137100,723.4,25,24/03/1997,3,14/04/2022,Captin,8h,Fixed term,F,Online,Cash,Kids,3,19/07/2021 00:00,2,14/06/2021 00:00,Tiered Promotions
131,279.8,6.2,1,33,03/06/1989,Male,Member,East,300300,11.3,31,02/06/1991,1,17/06/2020,Captin,8h,Shiftworkers,F,Online,Ewallet,Beauty,3,15/08/2021 00:00,3,08/08/2021 00:00,Tiered Promotions
21,93.9,3.3,1,51,08/03/1971,Female,Normal,East,2473400,326.3,36,27/09/1985,9,04/11/2021,Captin,8h,Fixed term,F,Online,Cash,Beauty,3,09/08/2021 00:00,3,02/08/2021 00:00,Online Promotion
25,68.6,7.6,1,18,29/08/2003,Male,Member,West,159700,170,35,23/09/1986,11,19/08/2021,Captin,12h,Shiftworkers,F,Online,Cash,Gifts,3,21/07/2021 00:00,2,02/06/2021 00:00,Discount Promotions
33,782.2,5.8,1,34,24/08/1987,Male,Member,West,428000,382,25,30/09/1996,9,17/10/2021,Captin,8h,Part-time,F,Online,Cash,Women,4,22/11/2021 00:00,4,11/10/2021 00:00,No Promotion
51,4,1.5,1,55,29/07/1967,Female,Member,West,249100,71.3,27,07/03/1995,9,27/10/2020,Captin,12h,Fixed term,F,Online,Cash,Gifts,4,03/12/2021 00:00,4,19/11/2021 00:00,Free Gift with Purchase
38,389,5.9,1,38,23/08/1983,Male,Member,West,428000,382,35,10/01/1987,2,27/05/2022,Captin,12h,Part-time,F,Online,Cash,Young Adult,4,13/12/2021 00:00,4,08/11/2021 00:00,Discount Promotions
69,908.3,4.8,0,28,28/05/1994,Male,Normal,North,1137100,723.4,25,30/09/1996,9,17/10/2021,Captin,8h,Part-time,F,Online,Cash,Home,2,18/06/2021 00:00,2,14/05/2021 00:00,No Promotion
35,586.5,7.1,0,69,19/12/1952,Male,Member,North,1137100,723.4,34,03/07/1988,4,31/03/2020,Captin,12h,Part-time,F,Online,Credit card,Sale,2,14/04/2021 00:00,1,24/02/2021 00:00,Tiered Promotions
